what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1295052144998
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295052145658
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295052145836
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295052199357
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1295052233290
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295052237543
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1295052244510
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295052255939
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295052256977
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1295052267670
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1295052270030
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295052271012
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295052283292
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295052285028
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295052285428
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295052289672
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295052339448
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295052353191
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295052354455
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1295052378757
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295052380192
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1295052386948
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1295052395623
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1295052409311
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1295052415952
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1295052460644
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295052470554
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295052474943
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295052502256
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1295052509786
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1295052526551
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1295052539059
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295052555238
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295052557783
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295052662314
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295052676611
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295052791225
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295053082317
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1295053132432
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295053133977
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1295053155005
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295053190381
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295053209026
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295053209420
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295053209580
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295053246638
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295055456906
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295055461038
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1295055463247
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1295055464267
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295055465463
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1295055468741
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295055477190
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295055505260
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295055534897
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295055845503
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295056120271
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1295056127210
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295056165034
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295056171401
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295056179238
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1295056280114
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295056282461
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295056282974
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1295056288489
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295056298866
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1295056331054
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295056346942
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1295056350876
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295056397693
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1295056411506
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295056413529
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1295056418949
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295056420836
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1295056442511
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1295056448581
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295056588009
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295056592479
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295056771878
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295056832857
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295056835511
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295056867774
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295056883455
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295056902640
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295056941365
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295056943370
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295056987221
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295057025246
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295057026242
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295057027335
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295057029418
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295057034331
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1295057034357
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295057035674
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295057077596
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1295057077616
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295057140819
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295057158498
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295057160068
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295057173114
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295057212683
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295057213779
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295057214431
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295057220933
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295057250535
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295057252866
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295057260053
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295058743409
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295058747551
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295058763793
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295058769164
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295058770635
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295058808476
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295058814055
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295058817000
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295058817165
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295058818384
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295058818964
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295058828900
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1295058864384
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295058866016
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295058868539
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295058882004
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1295058886623
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1295058889192
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295058901994
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295058903556
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295058941808
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295058947929
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295058949331
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295058952379
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295058957875
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295059003254
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295061019131
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295061020921
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295061027652
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295061040084
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295061042024
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295061051445
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295061546517
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295061548677
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295061564438
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295061581999
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295061707229
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295061709309
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295061722339
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1295061742200
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1295061742550
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1295061743130
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1295061743520
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295061745630
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295061750070
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295061789891
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295061797841
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295061800291
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295061858942
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295061859774
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295061914780
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295062051678
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295062052758
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295062053076
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1295062053562
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1295062053591
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1295062053654
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1295062053685
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1295062053713
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1295062053713
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1295062053713
stopped,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1295062053713
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1295062053738
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1295062053738
stopped,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1295062053738
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1295071267583
started,bundle,org.eclipse.osgi,3.6.0.v20100517,"org.eclipse.osgi",1295071267583
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1295071267583
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1295071267583
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1295071267599
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1295071267599
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1295071267615
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1295071267615
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1295071267615
started,bundle,org.eclipse.core.filesystem,1.3.0.v20100526-0737,"org.eclipse.core.filesystem",1295071267615
started,bundle,org.eclipse.core.jobs,3.5.0.v20100515,"org.eclipse.core.jobs",1295071267615
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1295071267615
started,bundle,org.eclipse.core.resources,3.6.0.v20100526-0737,"org.eclipse.core.resources",1295071267615
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1295071267615
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1295071267630
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1295071267630
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1295071267646
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1295071267646
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1295071267646
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1295071267646
started,bundle,org.eclipse.equinox.app,1.3.0.v20100512,"org.eclipse.equinox.app",1295071267646
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1295071267646
started,bundle,org.eclipse.equinox.ds,1.2.0.v20100507,"org.eclipse.equinox.ds",1295071267646
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1295071267646
started,bundle,org.eclipse.equinox.p2.core,2.0.0.v20100510,"org.eclipse.equinox.p2.core",1295071267646
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.200.v20100601,"org.eclipse.equinox.p2.directorywatcher",1295071267646
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1295071267646
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1295071267646
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1295071267646
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1295071267646
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1295071267646
started,bundle,org.eclipse.equinox.p2.repository,2.0.0.v20100519,"org.eclipse.equinox.p2.repository",1295071267661
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1295071267661
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.100.v20100503a,"org.eclipse.equinox.p2.updatechecker",1295071267661
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1295071267661
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1295071267661
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1295071267661
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1295071267661
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1295071267661
started,bundle,org.eclipse.jdt.apt.core,3.3.400.v20100513-0845,"org.eclipse.jdt.apt.core",1295071267661
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.300.v20100513-0845,"org.eclipse.jdt.apt.pluggable.core",1295071267661
